char_name,description,extra
Boris Vulchanov,"Boris Vulchanov was a Beater for the Bulgaria National Team during the Quidditch World Cup tournament in 2014. He and the other Bulgarian Beater at the 2014 tournament, Dimitar Draganov, are considered to be a “competent” duo (QWC). Matches Their first fixture of the tournament was an easily won match against… Read More",
Vulchanov family,A Bulgarian wizarding family that has produced at least two world-class Quidditch Beaters (Pm). Notable members Vulchanov Boris Vulchanov Notes The elder Vulchanov was a Beater on the Bulgarian National Team that lost to Ireland in the 1994 Quidditch World Cup… Read More,
Joscelind Wadcock,"Joscelind Wadcock was a Chaser for the Puddlemere United Quidditch team (FW). Born in 1911, and appearing on a Famous Wizard card, she has retired from playing professional Quidditch (FW). Read More",
Adalbert Waffling,"Adalbert Waffling was a famous magical theoretician and the author of Magical Theory (PS5, DH2, FW). Albus Dumbledore, which whom he corresponded, credits Waffling with the codification of the “Fundamental Laws of Magic” (DH2, WHH, TBB). Read More",
Wagga Wagga Werewolf,,
Honest Willy Wagstaff,Honest Willy Wagstaff was a street peddler who was accused by the Ministry of selling defective goods in Diagon Alley (DP1). Read More,
Myron Wagtail,Myron Wagtail was the lead singer of the wizarding band The Weird Sisters (FW). Read More,
Wailing Widow,"The Wailing Widow is a female ghost from Kent. Sir Nicholas de Mimsy-Porpington was pleased to have her come all the way from Kent to attend his 500th Deathday Party on Oct. 31, 1992. Read More",
Yoshi Wakahisa,"Yoshi Wakahisa was a Chaser for Japan’s National Team at the 2014 Quidditch World Cup. The Japanese team that won their 2014 Quidditch World Cup matches against Poland and Nigeria, but then lost to Bulgaria at the semi-final stage. They won against the United States to secure third… Read More",
Wakanda,,
Walburga Black,"Walburga Black was the mother of Sirius and Regulus Black and wife of Orion Black. Walburga was an enthusiastic supporter of pure-blood superiority. Her prejudice against those she considered to be inferior, especially “mudbloods” and “blood traitors”, survived her death in the form of a vitriolic portrait hanging in number… Read More",
Walden Macnair,"Walden Macnair was a Death Eater and Ministry of Magic employee who sported a black moustache. In the years between the first and second wars against Voldemort, Macnair worked as an executioner of dangerous creatures for the Ministry of Magic (PA16, PA21, GF33). MacNair was… Read More",
Walter Parkin,Walter Parkin is the father of the seven siblings who founded the Wigtown Wanderers Quidditch team in 1422. He comes from Wigtown in Scotland. He would stand on the sidelines of the Quidditch pitch with a wand on one hand and a meat cleaver in the… Read More,
Wand-shine Elf,"In the MACUSA Lobby in 1926, a house-elf was shining wands using a feathery contraption (WFT). Read More",
Karl Wang,"Karl Wang played Keeper for the Norwegian National Team at the Quidditch World Cup tournament in 2014 (Pm). Although a member of one of the teams predicted to win the 2014 tournament, his team did win against a weak Ivory Coast side in their first match but was… Read More",
Celestina Warbeck,"Celestina Warbeck, known as the “Singing Sorceress” (CS3), is, along with the Weird Sisters, one of the two most well-known recording artists in the wizarding world (FW). Read More",
Irving Warble,"Irving Warble is a composer and the third husband of Celestina Warbeck (Pm). His wife, a famous popular singer, has been married to Mr Warble since leaving her second husband (after a ten year marriage and one child) (Pm). Read More",
Mercy Wardwell,"Mercy Wardwell was a Chaser for the United States National Team at the Quidditch World Cup in 2014. Wardwell was a member of the United States team that participated in the 2014 tournament, along with fellow Chasers Arsenia Gonzales and Quentin Kowalski (Pm). The US team… Read More",
Moaning Myrtle,"Moaning Myrtle is a ghost who haunts a toilet in a girls’ bathroom on the first or second floor of Hogwarts castle. She is a squat ghost with lank hair, pimples, and thick glasses. She seldom smiles and takes offense at the least excuse, crying rivers of tears and wailing. Read More",
Warrington,Warrington was a Hogwarts student in Slytherin House from 1989-1996. He was a Quidditch team Chaser and member of the Inquisitorial Squad put into place in the school by Professor Dolores Umbridge. Warrington is two years older than Harry Potter. He was described by… Read More,
Warty Harris,,
Fabius Watkins,Fabius Watkins is a Quidditch player. He was a Chaser for the Montrose Magpies and also their Team Captain (c. 1960s-1970s). He was killed in a collision with a helicopter (WoM). Read More,
Wayne Hopkins,,
Arthur Weasley,"Arthur Weasley is an easy-going, middle-aged wizard with a passion for Muggles, and whose dearest ambition is to learn how airplanes fly. Arthur fought, along with the rest of his family, in the Battle of Hogwarts in May, 1998. He and Molly have at least twelve grandchildren, and it… Read More",
Audrey Weasley,Audrey Weasley is the wife of Percy Weasley (YL). Read More,
Charlie Weasley,"Charlie Weasley is Ron’s second oldest brother who works with dragons in Romania. Charlie is an “outdoor type” who has spent his whole adult life working with dragons in Romania (CS4, CS14). The second-oldest son of Arthur andMolly Weasley, Charlie is stocky and very freckly (GF4), and he… Read More",
Dominique Weasley,Dominique Weasley is the middle child of Bill & Fleur Weasley (YL). Read More,
Weasley family,"The Weasleys are considered one of the prominent wizarding families, although their lack of money and their sympathy for non-pure-blood wizards and even Muggles makes people like the Malfoys look down on them. They live in The Burrow, a ramshackle house of four or five stories “a little way… Read More",
Fred Weasley ,Fred Weasley II was the eldest son of George & Angelina Weasley (YL).  … Read More,(II)
Fred Weasley,"Fred Weasley is one of the seven children of Arthur and Molly Weasley and twin brother to George Weasley. The twins are co-owners of Weasleys’ Wizard Wheezes, a highly successful joke shop in Diagon Alley. Sadly, Fred was a casualty of the Battle of Hogwarts. The Weasley twins are the… Read More",
George Weasley,"George Weasley is one of the seven children of Arthur and Molly Weasley and twin brother to Fred Weasley. The twins are co-owners of Weasleys’ Wizard Wheezes, a highly successful joke shop in Diagon Alley. About the Weasley Twins: Mischief managed! The Weasley twins are the staunch enemies of pretension, authority, and… Read More",
Ginny Weasley,"Ginevra Molly Weasley (Ginny) is the youngest child of the Weasley family and the only daughter. Ginny is the youngest child and only daughter of Arthur and Molly Weasley (CS3), and the first girl born to the family in several generations (JKR). Though consistently underestimated by… Read More",
Louis Weasley,Louis Weasley was the youngest child of Bill and Fleur Weasley (YL). Read More,
Lucy Weasley,Lucy Weasley is the youngest daughter of Percy and Audrey Weasley (YL). Read More,
Molly Weasley ,MMolly is the eldest child of Percy and Audrey and was possibly named after her grandmother Molly Weasley. Read More,(II)
Molly Weasley,"Molly Weasley is a middle-aged witch, wife of Arthur Weasley and mother of seven, who puts her family first in everything she does. Molly is a very capable witch in her own right. She is one of the “old crowd,” a group of witches and wizards who are faithful and… Read More",
Panju Weasley,Panju Weasley is the son of Ron Weasley and Padma Patil in an alternate timeline caused by the use of the Experimental Time Turner (CC2.9). Read More,
Percy Weasley,"Percy Weasley, an ambitious and rather pompous young man, is unquestionably the black sheep of the Weasley family. He works hard and has always taken great pride in becoming Prefect (PS5) and Head Boy (PA1), earning twelve O.W.L.s (CS4), and… Read More",
Ron Weasley,"Ron Weasley is Harry Potter’s best friend and the youngest son of Molly and Arthur Weasley. The story of Ron’s life is one of being overshadowed by his family and friends, yet it is Ron’s heart and humor that have solidified his friendships and given those around him the support they needed… Read More",
Roxanne Weasley,Roxanne is the youngest child of Fred and Angelina. Read More,
Septimus Weasley,"Septimus Weasley was the father of Arthur Weasley (unverified by canon, but likely – see below) (BFT). Read More",
Victoire Weasley,Victoire is the daughter of Bill and Fleur Weasley. Read More,
Bill Weasley,"William Arthur Weasley (Bill) is the oldest child of the Weasley family and is an adventurous person who works for Gringotts. Bill is married to Fleur Delacour. The oldest son of Arthur and Molly Weasley, Bill is a caring, noble wizard who can’t resist a bit of “adventure and glamour” (… Read More",
Weatherby,"Weatherby is Barty Crouch Sr’s mistaken name for Percy Weasley. Percy’s boss at the Ministry, Mr Crouch, calls him this several times, indicating that Percy’s hero-worship evidently hadn’t made enough impression for Crouch to remember his subordinate’s name. The twins then began using the name (GF7). Read More",
Webster Boot,"Webster Boot was the younger son of Mr. and Mrs. Boot who was taken care of by Isolt Sayre after his parents were attacked by a Hidebehind in Massachusetts. Webster and his brother Chadwick were taught by Isolt Sayre, and eventually adopted by her and… Read More",
Webster Boot's wife,Webster Boot‘s wife was a young Scottish witch who worked at the Ministry of Magic (Pm). Read More,
Helmut Weiss,Helmut Weiss was one of MACUSA’s original twelve aurors (Pm). Read More,
Dorcas Wellbeloved,Dorcas Wellbeloved was the founder of the Society for Distressed Witches (fw). Read More,
Wendelin the Weird,"Wendelin the Weird was a witch living during the Middle Ages who enjoyed being burned at the stake. She allowed herself to be captured by witch-hunting Muggles many times. She used a Flame Freezing Charm to protect herself from the flames (PA1, FW). Appearances Harry Potter… Read More",
Wendell Wilkins,,
Bridget Wenlock,"Bridget Wenlock was a famous arithmancer, noted for her groundbreaking theories on the magical properties of the number seven (FW). Wenlock was very protective of her work and used a variety of methods to prevent anyone from seeing her writing, including invisible ink. Unfortunately, Wenlock was also… Read More",
Willi Wenzel,"Willi Wenzel was a Chaser for Liechtenstein’s National Team at the Quidditch World Cup tournament held in 2014. During the 2014 tournament, Wenzel was celebrated for taking two Bludgers to the head during Liechtenstein’s three-day match against Chad while still being able to score a goal from sixty yards away (Pm). It was… Read More",
